sample_name	altitude	anonymized_name	bile_sample	biomass_even	biomass_quartile	climate	collection_substrate	collection_timestamp	scientific_name	taxon_id	host_body_habitat	host_body_product	host_body_site	collection_year	common_name	condition_factor	conservation_status	control	control_2	control_rct	control_cell_into_extraction	control_org	control_type	depth_high_range_m	depth_low_range_m	depth_m	description	diet	diet_reference	dist_to_dorsal_cm	distance_from_shore_m	distance_from_shore_m_log	dna_extracted	dnaplate_column	dnaplate_row	dnaplate_well_id	elevation	empo_1	empo_2	empo_3	env	env0	env_biome	env_feature	env_material	env_package	estimated_biomass_per_dnarxn	estimated_biomass_per_pcrrxn	estimated_cells_per_g	evo_distanceto_mackerel_median_mya	evo_timetree_species_name	extraction_cleanup	extraction_date	extraction_lot	extraction_mass_g	extraction_notes	extraction_notes_gill	extraction_plate_name	fish_collection_method	fl_cm	fmp_number	gamma_include	gape_cm	general_location	geo_loc_name	gi_cm	hab_notes	hab_sum	habitat_act_collection	habitat_be	habitat_cp	habitat_depth_level1	habitat_depth_level2	habitat_drf	habitat_dslp	habitat_is	habitat_kbrf	habitat_mdrf	habitat_ms	habitat_os	habitat_p	habitat_ref	habitat_rit	habitat_rst	habitat_sslp	habitat_sz	host_age	host_age_units	host_body_mass_index	host_common_name	host_common_name_	host_height	host_height_units	host_life_stage	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	include_st	latitude	log_estimated_cells_per_g	log_total_reads	longitude	mass_g	mass_g_log	max_age	max_kg_grams	max_tl_cm	max_length_cm_LOVE2021	method_gear	month	name	notes	notes_on_dissection	num_order	number_db	ocean_basin	p_class	p_fam_common	p_family	p_genus	p_order	p_genus_species_alternative	pcr_order	ph_cells_per_g	ph_cells_per_g_log	ph_cells_per_mg	ph_extrapolated_cells_per_60ul_total	ph_extrapolated_cells_per_extra_ln	ph_extrapolated_cells_per_pcr_total	ph_log_reads	ph_r1150	ph_reads_per_mg	ph_total_reads	physical_specimen_location	physical_specimen_remaining	prey_1_phytoplankton_algae	prey_2_zooplankton	prey_3_annelids	prey_3_arthropods	prey_3_echinoderms	prey_3_mollusks	prey_3_invertebrate	prey_4_small_fish	prey_5_large_fish	prey_6_shark_marine_mammal	prey_sum	primer_plate	radii	ratio_dorsal_to_tl	ratio_gape_to_tl	ratio_gi_to_tl	reproductive_process	salinity_tolerance	salinity_tolerance_migration	sample_type	sample_type_2	sample_type_descriptive	sample_types	sd_or_la	season	sex	sjbg_gill	sjbg_gill_direction	sjbg_gill_number	sjbg_gill_orientation	sjbg_gill_sample	sjbg_gill_tissue	sjbg_gill_type	sourcesink	substrata_collection	substrata_group	swim_acceleration	swim_endurance	swim_mode	swim_performance	title	title_fmp_core	tl_cm	host_height_vs_max_height_tl	total_reads_AID_49571	trophic	trophic_likely	type_habitat_nonbay_bol	x	y	z
13414.85.midgut	not applicable	85.midgut	FALSE	3	4	deep water	deep water benthic	2018-03-10	fish metagenome	496924.0	UBERON:gastrointestinal system	UBERON:feces	UBERON:digestive tract	2018	blackbelly eelpout	0.3443	NE	0	0	0	0.0	0	not applicable	399	9	500	85.midgut	crustaceans, worms, bivalves, brittle stars	fishbase.org	5	9790	3.990782692	TRUE	11	e	e11	0	Host-associated	Animal	Animal proximal gut	85midgut	midgut	marine biome	animal-associated habitat	intestine environment	host-associated	75174.74596	6264.562163	1073924.942	116	Lycodes brevipes	clearmag beads KF	2020-09-10	PS16L1	0.07	not applicable	not applicable	FMP101_P2_mg_1.88	Isaacs  Kidd Midwater Trawl	20.5	85	1	2	trawl	USA:CA:San Diego	14.5	not applicable	2	DSLP	0	0	mid	mesopelagic and benthopelagic	0	0	0	0	0	1	1	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	not collected	not collected	0.344278232	blackbelly eelpout	black belly eelpout	20.5	cm	not collected	Lycodes pacificus	FMP_85	1772091	29.66	grams	1.0	32.674701	6.030973929	4.232131741	-117.355389	29.66	1.472171147	5	not applicable	46	46	midwater trawl	3	85.midgut	not applicable	not applicable	469	140	Eastern Pacific	Actinopterygii	eelpouts	Zoarcidae	Lycodes	Perciformes	Lycodes pacificus	565	1091236	6.037918685	1091	76387	3.803835452	6366	4.221857435	1	238100	16667	SIO	not collected	not applicable	not applicable	1	1	1	1	not applicable	not applicable	not applicable	not applicable	4.0	6	not applicable	0.243902439	0.097560976	0.707317073	oviparous	marine	marine	fish midgut digesta	mg	midgut digesta	gill, fin, skin, MG, HG	100	winter	Unknown	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	sandy bottom	soft bottom	1	3	Labriform	generalist	FMP101	1.0	20.5	45	17066	2	2	TRUE	not applicable	not applicable	not applicable
13414.85.skin	not applicable	85.skin	FALSE	3	4	deep water	deep water benthic	2018-03-10	fish metagenome	496924.0	UBERON:skin	UBERON:mucus	UBERON:skin of body	2018	blackbelly eelpout	0.3443	NE	0	0	0	0.0	0	not applicable	399	9	500	85.skin	crustaceans, worms, bivalves, brittle stars	fishbase.org	5	9790	3.990782692	TRUE	11	e	e11	0	Host-associated	Animal	Animal surface	85skin	skin	marine biome	animal-associated habitat	mucus	host-associated	6089.994447	507.4995372	4059996.298	116	Lycodes brevipes	clearmag beads KF	2020-09-14	PS16L1	0.0015	low	not applicable	FMP101_P3_skin_1.88	Isaacs  Kidd Midwater Trawl	20.5	85	1	2	trawl	USA:CA:San Diego	14.5	not applicable	2	DSLP	0	0	mid	mesopelagic and benthopelagic	0	0	0	0	0	1	1	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	not collected	not collected	0.344278232	blackbelly eelpout	black belly eelpout	20.5	cm	not collected	Lycodes pacificus	FMP_85	1772091	29.66	grams	1.0	32.674701	6.608525638	3.920332072	-117.355389	29.66	1.472171147	5	not applicable	46	46	midwater trawl	3	85.skin	not applicable	not applicable	565	140	Eastern Pacific	Actinopterygii	eelpouts	Zoarcidae	Lycodes	Perciformes	Lycodes pacificus	661	4451148	6.648472035	4451	6677	2.745382003	556	3.919182729	1	5534667	8302	SIO	not collected	not applicable	not applicable	1	1	1	1	not applicable	not applicable	not applicable	not applicable	4.0	7	not applicable	0.243902439	0.097560976	0.707317073	oviparous	marine	marine	fish skin	s	skin swab	gill, fin, skin, MG, HG	100	winter	Unknown	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	sandy bottom	soft bottom	1	3	Labriform	generalist	FMP101	1.0	20.5	45	8324	2	2	TRUE	not applicable	not applicable	not applicable
13414.86.gill	not applicable	86.gill	FALSE	3	4	deep water	deep water benthic	2018-03-10	fish metagenome	496924.0	UBERON:respiratory system	UBERON:mucus	UBERON:gill	2018	dogface witch eel	0.039	NE	0	0	0	0.0	0	not applicable	1000	64	500	86.gill	crustaceans	fishbase.org	6.2	9790	3.990782692	TRUE	11	f	f11	0	Host-associated	Animal	Animal corpus	86gill	gill	marine biome	animal-associated habitat	organic material	host-associated	156090.6519	13007.55432	2691218.136	284	Nettastoma parviceps	clearmag beads KF	2020-09-14	PS16L1	0.058	not applicable	WG	FMP101_P4_gill_1.88	Isaacs  Kidd Midwater Trawl	32	86	1	2.9	trawl	USA:CA:San Diego	12.5	deep sea	3	DSLP	0	0	mid	mesopelagic	0	1	0	0	0	0	1	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	1	0	not collected	not collected	0.039031982	Dogface witch eel	Dogface witch eel	32	cm	not collected	Facciolella equatorialis	FMP_86	2488690	12.79	grams	1.0	32.674701	6.429948901	4.322777315	-117.355389	12.79	1.106870544	not applicable	not applicable	90	90	midwater trawl	3	86.gill	not applicable	not applicable	662	not applicable	Eastern Pacific	Actinopterygii	duckbill eels	Nettastomatidae	Facciolella	Anguilliformes	Facciolella equatorialis	758	2671030	6.426678766	2671	154920	4.110925583	12910	4.309672743	1	351759	20402	SIO	not collected	not applicable	not applicable	not applicable	1	not applicable	not applicable	1	not applicable	not applicable	not applicable	2.0	8	not applicable	0.19375	0.090625	0.390625	Unknown	marine	marine	fish gill	g	gill tissue	gill, fin, skin, MG, HG	na	winter	Unknown	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	sandy bottom	deep water benthic	2	2	Anguilliform	burrowing	FMP101	1.0	32	36	21027	2	2	TRUE	not applicable	not applicable	not applicable
13414.86.hg	not applicable	86.hg	FALSE	1	2	deep water	deep water benthic	2018-03-10	fish metagenome	496924.0	UBERON:gastrointestinal system	UBERON:feces	UBERON:digestive tract	2018	dogface witch eel	0.039	NE	0	0	0	0.0	0	not applicable	1000	64	500	86.hg	crustaceans	fishbase.org	6.2	9790	3.990782692	TRUE	11	f	f11	0	Host-associated	Animal	Animal distal gut	86hg	hindgut	marine biome	animal-associated habitat	intestine environment	host-associated	25.20795185	2.100662654	2291.631987	284	Nettastoma parviceps	clearmag beads KF	2020-09-10	PS16L1	0.011	used up	not applicable	FMP101_P1_hg_1.88	Isaacs  Kidd Midwater Trawl	32	86	1	2.9	trawl	USA:CA:San Diego	12.5	deep sea	3	DSLP	0	0	mid	mesopelagic	0	1	0	0	0	0	1	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	1	0	not collected	not collected	0.039031982	Dogface witch eel	Dogface witch eel	32	cm	not collected	Facciolella equatorialis	FMP_86	2488690	12.79	grams	1.0	32.674701	3.360144875	3.239549721	-117.355389	12.79	1.106870544	not applicable	not applicable	90	90	midwater trawl	3	86.hg	not applicable	not applicable	374	not applicable	Eastern Pacific	Actinopterygii	duckbill eels	Nettastomatidae	Facciolella	Anguilliformes	Facciolella equatorialis	470	2264	3.354876423	2	25	0.317097472	2	3.224791956	1	152545	1678	SIO	not collected	not applicable	not applicable	not applicable	1	not applicable	not applicable	1	not applicable	not applicable	not applicable	2.0	5	not applicable	0.19375	0.090625	0.390625	Unknown	marine	marine	fish hindgut digesta	hg	hindgut digesta	gill, fin, skin, MG, HG	na	winter	Unknown	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	sandy bottom	deep water benthic	2	2	Anguilliform	burrowing	FMP101	1.0	32	36	1736	2	2	TRUE	not applicable	not applicable	not applicable
13414.86.midgut	not applicable	86.midgut	FALSE	3	4	deep water	deep water benthic	2018-03-10	fish metagenome	496924.0	UBERON:gastrointestinal system	UBERON:feces	UBERON:digestive tract	2018	dogface witch eel	0.039	NE	0	0	0	0.0	0	not applicable	1000	64	500	86.midgut	crustaceans	fishbase.org	6.2	9790	3.990782692	TRUE	11	f	f11	0	Host-associated	Animal	Animal proximal gut	86midgut	midgut	marine biome	animal-associated habitat	intestine environment	host-associated	129100.5889	10758.3824	11324613.06	284	Nettastoma parviceps	clearmag beads KF	2020-09-10	PS16L1	0.0114	low	not applicable	FMP101_P2_mg_1.88	Isaacs  Kidd Midwater Trawl	32	86	1	2.9	trawl	USA:CA:San Diego	12.5	deep sea	3	DSLP	0	0	mid	mesopelagic	0	1	0	0	0	0	1	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	1	0	not collected	not collected	0.039031982	Dogface witch eel	Dogface witch eel	32	cm	not collected	Facciolella equatorialis	FMP_86	2488690	12.79	grams	1.0	32.674701	7.054023372	4.299223923	-117.355389	12.79	1.106870544	not applicable	not applicable	90	90	midwater trawl	3	86.midgut	not applicable	not applicable	470	not applicable	Eastern Pacific	Actinopterygii	duckbill eels	Nettastomatidae	Facciolella	Anguilliformes	Facciolella equatorialis	566	11268279	7.051857591	11268	128458	4.029581211	10705	4.286411556	1	1696316	19338	SIO	not collected	not applicable	not applicable	not applicable	1	not applicable	not applicable	1	not applicable	not applicable	not applicable	2.0	6	not applicable	0.19375	0.090625	0.390625	Unknown	marine	marine	fish midgut digesta	mg	midgut digesta	gill, fin, skin, MG, HG	na	winter	Unknown	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	sandy bottom	deep water benthic	2	2	Anguilliform	burrowing	FMP101	1.0	32	36	19917	2	2	TRUE	not applicable	not applicable	not applicable
13414.86.skin	not applicable	86.skin	FALSE	3	4	deep water	deep water benthic	2018-03-10	fish metagenome	496924.0	UBERON:skin	UBERON:mucus	UBERON:skin of body	2018	dogface witch eel	0.039	NE	0	0	0	0.0	0	not applicable	1000	64	500	86.skin	crustaceans	fishbase.org	6.2	9790	3.990782692	TRUE	11	f	f11	0	Host-associated	Animal	Animal surface	86skin	skin	marine biome	animal-associated habitat	mucus	host-associated	174683.8303	14556.98586	17468383.03	284	Nettastoma parviceps	clearmag beads KF	2020-09-14	PS16L1	0.01	all tissue used	not applicable	FMP101_P3_skin_1.88	Isaacs  Kidd Midwater Trawl	32	86	1	2.9	trawl	USA:CA:San Diego	12.5	deep sea	3	DSLP	0	0	mid	mesopelagic	0	1	0	0	0	0	1	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	1	0	not collected	not collected	0.039031982	Dogface witch eel	Dogface witch eel	32	cm	not collected	Facciolella equatorialis	FMP_86	2488690	12.79	grams	1.0	32.674701	7.242252706	4.336739833	-117.355389	12.79	1.106870544	not applicable	not applicable	90	90	midwater trawl	3	86.skin	not applicable	not applicable	566	not applicable	Eastern Pacific	Actinopterygii	duckbill eels	Nettastomatidae	Facciolella	Anguilliformes	Facciolella equatorialis	662	17567898	7.244719801	17568	175679	4.165538561	14640	4.325289837	1	2114900	21149	SIO	not collected	not applicable	not applicable	not applicable	1	not applicable	not applicable	1	not applicable	not applicable	not applicable	2.0	7	not applicable	0.19375	0.090625	0.390625	Unknown	marine	marine	fish skin	s	skin swab	gill, fin, skin, MG, HG	na	winter	Unknown	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	sandy bottom	deep water benthic	2	2	Anguilliform	burrowing	FMP101	1.0	32	36	21714	2	2	TRUE	not applicable	not applicable	not applicable
13414.87.gill	not applicable	87.gill	FALSE	1	1	deep water	deep water benthic	2018-03-10	fish metagenome	496924.0	UBERON:respiratory system	UBERON:mucus	UBERON:gill	2018	twospine bigscale	1.3181	LC	0	0	0	0.0	0	not applicable	4000	200	500	87.gill	not applicable	fishbase.org	3.4	9790	3.990782692	TRUE	11	g	g11	0	Host-associated	Animal	Animal corpus	87gill	gill	marine biome	animal-associated habitat	organic material	host-associated	6	0	88	130	Poromitra crassiceps	clearmag beads KF	2020-09-14	PS16L1	0.064	not applicable	WG	FMP101_P4_gill_1.88	Isaacs  Kidd Midwater Trawl	8.3	87	0	1	trawl	USA:CA:San Diego	4	deep sea	2	DSLP	0	0	deep	bathypelagic	0	1	0	0	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	1	0	not collected	not collected	1.318141299	Twospine  bigscale	Twospine bigscale	8.7	cm	not collected	Scopelogadus (mizolepsis) bispinosus	FMP_87	319445	8.68	grams	1.0	32.674701	1.944482672	3.040206628	-117.355389	8.68	0.938519725	not applicable	not applicable	11	17.5	midwater trawl	3	87.gill	not applicable	not applicable	663	not applicable	Eastern Pacific	Actinopterygii	bigscale fishes or ridgeheads	Melamphaidae	Scopelogadus	Beryciformes	Scopelogadus (mizolepsis) bispinosus	759	88	1.944482672	0	6	-0.328397423	0	3.040206628	0	17141	1097	SIO	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	0.0	8	not applicable	0.390804598	0.114942529	0.459770115	oviparous	marine	marine	fish gill	g	gill tissue	gill, fin, skin, MG, HG	na	winter	Unknown	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	sandy bottom	deep water benthic	2	2	Subcarangiform	generalist	FMP101	1.0	8.7	79	1097	Unknown	3	TRUE	not applicable	not applicable	not applicable
13414.87.midgut	not applicable	87.midgut	FALSE	2	2	deep water	deep water benthic	2018-03-10	fish metagenome	496924.0	UBERON:gastrointestinal system	UBERON:feces	UBERON:digestive tract	2018	twospine bigscale	1.3181	LC	0	0	0	0.0	0	not applicable	4000	200	500	87.midgut	not applicable	fishbase.org	3.4	9790	3.990782692	TRUE	11	g	g11	0	Host-associated	Animal	Animal proximal gut	87midgut	midgut	marine biome	animal-associated habitat	intestine environment	host-associated	1331.940267	110.9950223	31562.56558	130	Poromitra crassiceps	clearmag beads KF	2020-09-10	PS16L1	0.0422	not applicable	not applicable	FMP101_P2_mg_1.88	Isaacs  Kidd Midwater Trawl	8.3	87	0	1	trawl	USA:CA:San Diego	4	deep sea	2	DSLP	0	0	deep	bathypelagic	0	1	0	0	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	1	0	not collected	not collected	1.318141299	Twospine  bigscale	Twospine bigscale	8.7	cm	not collected	Scopelogadus (mizolepsis) bispinosus	FMP_87	319445	8.68	grams	1.0	32.674701	4.499172298	3.731749884	-117.355389	8.68	0.938519725	not applicable	not applicable	11	17.5	midwater trawl	3	87.midgut	not applicable	not applicable	471	not applicable	Eastern Pacific	Actinopterygii	bigscale fishes or ridgeheads	Melamphaidae	Scopelogadus	Beryciformes	Scopelogadus (mizolepsis) bispinosus	567	31968	4.504715467	32	1349	2.050842803	112	3.72057272	1	124526	5255	SIO	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	0.0	6	not applicable	0.390804598	0.114942529	0.459770115	oviparous	marine	marine	fish midgut digesta	mg	midgut digesta	gill, fin, skin, MG, HG	na	winter	Unknown	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	sandy bottom	deep water benthic	2	2	Subcarangiform	generalist	FMP101	1.0	8.7	79	5392	Unknown	3	TRUE	not applicable	not applicable	not applicable
13414.87.skin	not applicable	87.skin	FALSE	2	2	deep water	deep water benthic	2018-03-10	fish metagenome	496924.0	UBERON:skin	UBERON:mucus	UBERON:skin of body	2018	twospine bigscale	1.3181	LC	0	0	0	0.0	0	not applicable	4000	200	500	87.skin	not applicable	fishbase.org	3.4	9790	3.990782692	TRUE	11	g	g11	0	Host-associated	Animal	Animal surface	87skin	skin	marine biome	animal-associated habitat	mucus	host-associated	1154.333227	96.19443556	38477.77422	130	Poromitra crassiceps	clearmag beads KF	2020-09-14	PS16L1	0.03	low	not applicable	FMP101_P3_skin_1.88	Isaacs  Kidd Midwater Trawl	8.3	87	0	1	trawl	USA:CA:San Diego	4	deep sea	2	DSLP	0	0	deep	bathypelagic	0	1	0	0	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	1	0	not collected	not collected	1.318141299	Twospine  bigscale	Twospine bigscale	8.7	cm	not collected	Scopelogadus (mizolepsis) bispinosus	FMP_87	319445	8.68	grams	1.0	32.674701	4.585209942	3.713994268	-117.355389	8.68	0.938519725	not applicable	not applicable	11	17.5	midwater trawl	3	87.skin	not applicable	not applicable	567	not applicable	Eastern Pacific	Actinopterygii	bigscale fishes or ridgeheads	Melamphaidae	Scopelogadus	Beryciformes	Scopelogadus (mizolepsis) bispinosus	663	39099	4.59216565	39	1173	1.990109181	98	3.703205371	1	168300	5049	SIO	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	0.0	7	not applicable	0.390804598	0.114942529	0.459770115	oviparous	marine	marine	fish skin	s	skin swab	gill, fin, skin, MG, HG	na	winter	Unknown	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	sandy bottom	deep water benthic	2	2	Subcarangiform	generalist	FMP101	1.0	8.7	79	5176	Unknown	3	TRUE	not applicable	not applicable	not applicable
13414.88.gill	not applicable	88.gill	FALSE	2	2	deep water	deep water benthic	2018-03-10	fish metagenome	496924.0	UBERON:respiratory system	UBERON:mucus	UBERON:gill	2018	broadfin lampfish	0.753	LC	0	0	0	0.0	0	not applicable	1095	20	500	88.gill	copepods, young fishes, sagitta, euphausiids	fishbase.org	5	9790	3.990782692	TRUE	11	h	h11	0	Host-associated	Animal	Animal corpus	88gill	gill	marine biome	animal-associated habitat	organic material	host-associated	398.5721282	33.21434402	11387.77509	146	not applicablenobrachium lineatum	clearmag beads KF	2020-09-14	PS16L1	0.035	not applicable	WG	FMP101_P4_gill_1.88	Isaacs  Kidd Midwater Trawl	10.9	88	1	3	trawl	USA:CA:San Diego	5	deep sea	3	DSLP	0	0	mid	mesopelagic	0	1	0	0	0	0	1	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	1	0	not collected	not collected	0.753044668	Broadfin lampfish	Broadfin lampfish	11.9	cm	not collected	not applicablenobrachium ritteri	FMP_88	319541	12.69	grams	1.0	32.674701	4.056438881	3.582063363	-117.355389	12.69	1.103461622	not applicable	not applicable	12	13.9	midwater trawl	3	88.gill	not applicable	not applicable	664	not applicable	Eastern Pacific	Actinopterygii	lanternfishes	Myctophidae	not applicablenobrachium	Myctophiformes	not applicablenobrachium ritteri	760	11570	4.063333359	12	405	1.528228591	34	3.571126277	1	106429	3725	SIO	not collected	not applicable	not applicable	1	1	not applicable	not applicable	1	1	not applicable	not applicable	4.0	8	not applicable	0.420168067	0.25210084	0.420168067	oviparous	marine	marine	fish gill	g	gill tissue	gill, fin, skin, MG, HG	na	winter	Unknown	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	sandy bottom	deep water benthic	2	2	Subcarangiform	generalist	FMP101	1.0	11.9	99	3820	3	3	TRUE	not applicable	not applicable	not applicable
13414.88.hg	not applicable	88.hg	FALSE	3	4	deep water	deep water benthic	2018-03-10	fish metagenome	496924.0	UBERON:gastrointestinal system	UBERON:feces	UBERON:digestive tract	2018	broadfin lampfish	0.753	LC	0	0	0	0.0	0	not applicable	1095	20	500	88.hg	copepods, young fishes, sagitta, euphausiids	fishbase.org	5	9790	3.990782692	TRUE	11	h	h11	0	Host-associated	Animal	Animal distal gut	88hg	hindgut	marine biome	animal-associated habitat	intestine environment	host-associated	9151.30778	762.6089817	1253603.806	146	not applicablenobrachium lineatum	clearmag beads KF	2020-09-10	PS16L1	0.0073	used up	not applicable	FMP101_P1_hg_1.88	Isaacs  Kidd Midwater Trawl	10.9	88	1	3	trawl	USA:CA:San Diego	5	deep sea	3	DSLP	0	0	mid	mesopelagic	0	1	0	0	0	0	1	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	1	0	not collected	not collected	0.753044668	Broadfin lampfish	Broadfin lampfish	11.9	cm	not collected	not applicablenobrachium ritteri	FMP_88	319541	12.69	grams	1.0	32.674701	6.098160302	3.970858057	-117.355389	12.69	1.103461622	not applicable	not applicable	12	13.9	midwater trawl	3	88.hg	not applicable	not applicable	376	not applicable	Eastern Pacific	Actinopterygii	lanternfishes	Myctophidae	not applicablenobrachium	Myctophiformes	not applicablenobrachium ritteri	472	1269971	6.103793804	1270	9271	2.887935413	773	3.959947216	1	1249178	9119	SIO	not collected	not applicable	not applicable	1	1	not applicable	not applicable	1	1	not applicable	not applicable	4.0	5	not applicable	0.420168067	0.25210084	0.420168067	oviparous	marine	marine	fish hindgut digesta	hg	hindgut digesta	gill, fin, skin, MG, HG	na	winter	Unknown	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	sandy bottom	deep water benthic	2	2	Subcarangiform	generalist	FMP101	1.0	11.9	99	9351	3	3	TRUE	not applicable	not applicable	not applicable
13414.88.midgut	not applicable	88.midgut	FALSE	2	3	deep water	deep water benthic	2018-03-10	fish metagenome	496924.0	UBERON:gastrointestinal system	UBERON:feces	UBERON:digestive tract	2018	broadfin lampfish	0.753	LC	0	0	0	0.0	0	not applicable	1095	20	500	88.midgut	copepods, young fishes, sagitta, euphausiids	fishbase.org	5	9790	3.990782692	TRUE	11	h	h11	0	Host-associated	Animal	Animal proximal gut	88midgut	midgut	marine biome	animal-associated habitat	intestine environment	host-associated	5655.899449	471.3249541	163939.1145	146	not applicablenobrachium lineatum	clearmag beads KF	2020-09-10	PS16L1	0.0345	low	not applicable	FMP101_P2_mg_1.88	Isaacs  Kidd Midwater Trawl	10.9	88	1	3	trawl	USA:CA:San Diego	5	deep sea	3	DSLP	0	0	mid	mesopelagic	0	1	0	0	0	0	1	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	1	0	not collected	not collected	0.753044668	Broadfin lampfish	Broadfin lampfish	11.9	cm	not collected	not applicablenobrachium ritteri	FMP_88	319541	12.69	grams	1.0	32.674701	5.214682585	3.911157609	-117.355389	12.69	1.103461622	not applicable	not applicable	12	13.9	midwater trawl	3	88.midgut	not applicable	not applicable	472	not applicable	Eastern Pacific	Actinopterygii	lanternfishes	Myctophidae	not applicablenobrachium	Myctophiformes	not applicablenobrachium ritteri	568	164209	5.215396956	164	5665	2.674033706	472	3.898780013	1	229594	7921	SIO	not collected	not applicable	not applicable	1	1	not applicable	not applicable	1	1	not applicable	not applicable	4.0	6	not applicable	0.420168067	0.25210084	0.420168067	oviparous	marine	marine	fish midgut digesta	mg	midgut digesta	gill, fin, skin, MG, HG	na	winter	Unknown	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	sandy bottom	deep water benthic	2	2	Subcarangiform	generalist	FMP101	1.0	11.9	99	8150	3	3	TRUE	not applicable	not applicable	not applicable
